id;acctno;name;address;address_2;city;state;zip;phone;i_type;etin;del_status;created_by;last_modified_by;created_date;last_modified_date
558;874;BCBS FL;;;;;;8006762583;;;false;system;system;now();now()
559;907;EXCELLUS BCBS NY;;;;;;8008102583;;;false;system;system;now();now()
560;835;HEALTHSCOPE;POB 16203;;LUBBEL;TX;79490;18882764732;;;false;system;system;now();now()
561;886;BCBS AR;;;;;;8008004298;;;false;system;system;now();now()
562;904;MEDICAL MUTUAL OH;;;;;;8002583186;;;false;system;system;now();now()
563;1230;MEDOST ;;;;;;8662625635;;;false;system;system;now();now()
564;I000564;BCBS OF MS;;;;;;8007090973;;;false;system;system;now();now()
565;UNKNOWN;AMERIHEALTH OF NJ;;;;;;8889687241;;;false;system;system;now();now()
566;I000566;ANTHEM BCBS OF VA;;;;;;8009916045;;;false;system;system;now();now()
567;1191;CAREFIRST ADMINISTRATORS;;;;;;8006762583;;;false;system;system;now();now()
568;I000568;COVENTRY HEALTHCARE OF VIRGINIA;;;;;;;;;false;system;system;now();now()
569;I000569;INDEPENDANCE PERSONAL CHOICE;;;;;;8002752583;;;false;system;system;now();now()
570;I000570;EMBLEM HEALTH GHI;;;;;;8006242414;;;false;system;system;now();now()
571;I000571;BLUE CROSS BLUE SHIELD OF SC;;;;;;;;;false;system;system;now();now()
572;I000572;HORIZON BCBS OF NJ;;;;;;8006262212;;;false;system;system;now();now()
573;I000573;United Healtcare;Po Box 30755;;Salt Lake City;Ut;84130;8778423210;;;false;system;system;now();now()
574;912;ANTHEM BCBS OH;;;;;;8006762583;;;false;system;system;now();now()
575;I000575;MA SUSQUEHENNA;;;;;;18882512224;;;false;system;system;now();now()
576;1139;BCBS OF ILL;;;;;;8003235000;;;false;system;system;now();now()
577;1146;GHI CITY OF NY HEALTH BENEFITS PROGRAM;;;;;;2125014444;;;false;system;system;now();now()
578;I000578;BCBS WA PREMERA;;;;;;8669861515;;;false;system;system;now();now()
579;I000579;JOHN HOPKINS HEALTHCARE;;;;;;;;;false;system;system;now();now()
580;I000580;COMPPYSCH;;;;;;8002727255;;;false;system;system;now();now()
581;I000581;BSBC FEDERAL;;;;;;8005721003;;;false;system;system;now();now()
582;I000582;UNITED HEALTHCARE/UNITED BEHAVIORAL HEALTH ;;;;;;8778423210;;;false;system;system;now();now()
583;I000583;FL BLUE SHIELD;;;;;;;;;false;system;system;now();now()
584;I000584;AETNA LACKAWANNA MA;;;;;;;;;false;system;system;now();now()
585;I000585;BCBS MD;;;;;;8006288549;;;false;system;system;now();now()
586;I000586;geoblue;;;;;;;;;false;system;system;now();now()
587;I000587;BCBS LA;;;;;;18004244643;;;false;system;system;now();now()
588;I000588;ANTHEM BCBS OF IN;;;;;;8006762583;;;false;system;system;now();now()
589;I000589;ATAP UNION 542;;;;;;215-677-8820;;;false;system;system;now();now()
590;I000590;UNITED HEALTH CARE OXFORD;;;;;;877-842-3210;;;false;system;system;now();now()
591;I000591;ATAP OPERATING 542;;;;;;2673514026;;;false;system;system;now();now()
592;I000592;Healthcare District;2601 10th Ave. North; Suite 100;;Palm Springs ;FL;33461;;;false;system;system;now();now()
593;I000593;EMPIRE/ VALUE OPTIONS;;;;;;8777697447;;;false;system;system;now();now()
594;I000594;BLUE CROSS BLUE SHIELD OF TEXAS;;;;;;8004510287;;;false;system;system;now();now()
595;I000595;GEISINGER MA;;;;;;5709636820;;;false;system;system;now();now()
596;I000596;AETNA BETTER HEALTH MA;;;;;;;;;false;system;system;now();now()
597;I000597;AETNA BETTER HEALTH -MA;;;;;;8882512224;;;false;system;system;now();now()
598;I000598;JOHN HOPKINS EMPLOYEE HEALTH PROGRAM;;;;;;80026124329;;;false;system;system;now();now()
599;I000599;UHC STUDENT RESOURCES;;;;;;8882244875;;;false;system;system;now();now()
600;I000600;BCBS PREMIERA;;;;;;8006762583;;;false;system;system;now();now()
601;1248;MEDICAL MUTUAL OF OH;;;;;;8002583186;;;false;system;system;now();now()
602;1254;CAPITAL BCBS OF PA;;;;;;8778926298;;;false;system;system;now();now()
603;1250;CARE FIRST BCBS;;;;;;8008425975;;;false;system;system;now();now()
604;I000604;BCBS ARK ;;;;;;8005583865;;;false;system;system;now();now()
605;I000605;BCBS OF NA;;;;;;8006762583;;;false;system;system;now();now()
606;I000606;CONCERN PLUS;;;;;;8002427371;;;false;system;system;now();now()
607;I000607;CONNECTICUT LABORERS HEALTH FUND ;;;;;;18002251263;;;false;system;system;now();now()
608;1252;CHRISTIANA CARE;;;;;;8778550950;;;false;system;system;now();now()
609;I000609;UHC OF GA;;;;;;;;;false;system;system;now();now()
610;I000610;BCBS OF WASHINGTON;;;;;;800-276-2583;;;false;system;system;now();now()
611;I000611;UHC UNITED HEALTHCARE PLUS;;;;;;8003822599;;;false;system;system;now();now()
612;I000612;MA ACCESS;;;;;;8883287366;;;false;system;system;now();now()
613;I000613;UHC/OXFORD ;;;;;;18006661353;;;false;system;system;now();now()
614;1259;FL BLUE ;;;;;;8003332227;;;false;system;system;now();now()
615;1258;ALLIANT;;;;;;8008655922;;;false;system;system;now();now()
616;1224;BCBS OH;;;;;;8006762583;;;false;system;system;now();now()
617;I000617;AETNA PPO;;;;;;;;;false;system;system;now();now()
618;I000618;BCBS OF IDAHO;;;;;;8006762583;;;false;system;system;now();now()
619;1263;BCBS FLORIDA BLUE;;;;;;8003522583;;;false;system;system;now();now()
620;I000620;BCBS NJ;;;;;;800-414-7427;;;false;system;system;now();now()
621;I000621;BCBS GA;;;;;;800-676-2583;;;false;system;system;now();now()
622;I000622;CCBH/MA;;;;;;888-251-2224;;;false;system;system;now();now()
623;I000623;unknown;;;;;;;;;false;system;system;now();now()
624;1274;INDEPENDENCE BC PA KEYSTONE;;;;;;;;;false;system;system;now();now()
625;1277;BCBS MI;;;;;;;;;false;system;system;now();now()
626;I000626;BCBSF;;;;;;800-676-2583;;;false;system;system;now();now()
627;I000627;ALLIED BENEFIT SYSTEMS;;;;;;855-796-3741;;;false;system;system;now();now()
628;I000628;HEALTH TRADITION HEALTH PLAN ;;;;;;855-392-4050;;;false;system;system;now();now()
629;I000629;BCBS OF RI;;;;;;18004337766;;;false;system;system;now();now()
630;I000630;HEALTH FIRST;;;;;;;;;false;system;system;now();now()
631;1279;GEISINGER;;;;;;8778550950;;;false;system;system;now();now()
632;I000632;JOHN HOPKINS EHP;;;;;;202-320-0580;;;false;system;system;now();now()
633;I000633;AMERIHEALTH NJ;;;;;;8889687241;;;false;system;system;now();now()
634;I000634;PRIORITY POS;;;;;;;;;false;system;system;now();now()
635;I000635;BCBS OF IL / VO;;;;;;8003314824;;;false;system;system;now();now()
636;I000636;ACCESS MA-LACKAWANNA;;;;;;888-251-2224;;;false;system;system;now();now()
637;I000637;ma Wyoming cty;;;;;;8882512224;;;false;system;system;now();now()
638;I000638;bcbs arkansas;;;;;;8667305006;;;false;system;system;now();now()
639;I000639;COVENTRY/ MHNET;;;;;;8772273520;;;false;system;system;now();now()
640;I000640;BLUE CROSS BLUE SHIELD OF PA;;;;;;8885101084;;;false;system;system;now();now()
641;I000641;AETNA BETTER HEALTH-LUZERNE COUNTY;;;;;;;;;false;system;system;now();now()
642;I000642;BCBS OF ARKANSAS BLUE ADVANTAGE;;;;;;8668233790;;;false;system;system;now();now()
643;I000643;atap laborers district council;;;;;;2156778820;;;false;system;system;now();now()
644;1304;GROUP AND PENSION ADMINISTRATORS;;;;;;9722387900;;;false;system;system;now();now()
645;I000645;UNITED BH;;;;;;866-850-6212;;;false;system;system;now();now()
646;I000646;BCBS HILDENBRAND INC;;;;;;800-676-BLUE;;;false;system;system;now();now()
647;I000647;BCBS OU HEATH;;;;;;;;;false;system;system;now();now()
648;1302;EMPIRE BCBS OF NEW YORK;;;;;;8005219574;;;false;system;system;now();now()
649;1303;NORTON HEALTH CARE;;;;;;8004486262;;;false;system;system;now();now()
650;I000650;Allied Care Soluationd;Po Box 909786-60690;;Chicago;Il;60690;;;;false;system;system;now();now()
651;I000651;BCBS PA;;;;;;800-275-2583;;;false;system;system;now();now()
652;I000652;WEA TRUST;;;;;;8002794000;;;false;system;system;now();now()
653;I000653;ANTHEM BCBS OF MO;;;;;;8006762583;;;false;system;system;now();now()
654;1314;BCBS MT;;;;;;8008102583;;;false;system;system;now();now()
655;1313;BCBS TN;;;;;;8006762583;;;false;system;system;now();now()
656;I000656;MA;;;;;;;;;false;system;system;now();now()
657;I000657;ANTHEM BCBS OF CA;;;;;;;;;false;system;system;now();now()
658;1267;ZENITH AMERICAN ;;;;;;7023641484;;;false;system;system;now();now()
659;I000659;UAW ANTHEM;;;;;;742017895;;;false;system;system;now();now()
660;I000660;BCBS PENNSLYVANIA;;;;;;800-275-2583;;;false;system;system;now();now()
661;I000661;GIC UNICARE;;;;;;;;;false;system;system;now();now()
662;UNKNOWN-FE;BCBS OF AR EXCHANGE ;;;;;;80067625838002747767;;;false;system;system;now();now()
663;UNKNOWN-53;BLUE SHIELD OF ILLINOIS;;;;;;8008517498;;;false;system;system;now();now()
664;UNKNOWN-FC;BCBS OF CALIFORNIA;;;;;;8004241703;;;false;system;system;now();now()
665;I000665;ANTHEM BCBS CT;;;;;;800-9223242;;;false;system;system;now();now()
666;I000666;COVANTRY;;;;;;8004473725;;;false;system;system;now();now()
667;I000667;Alliance COAL;PO Box 22295;;LEXINGTON;ky;40522;855-979-5206;;;false;system;system;now();now()
668;UNKNOWN-64;BCBS ANTHEM OF MI ;;;;;;8884926811;;;false;system;system;now();now()
669;UNKNOWN-29;COMMUNITY HEALTH NETWORK GOLD;;;;;;;;;false;system;system;now();now()
670;UNKNOWN-FF;INDEPENDENCE MAGELLAN ;;;;;;8007782119;;;false;system;system;now();now()
671;UNKNOWN-8B;CAREFIRST MD;;;;;;8008425975;;;false;system;system;now();now()
672;I000672;CAREFIRST BCBS OF DC;;;;;;800-876-2583;;;false;system;system;now();now()
673;UNKNOWN-87;ANTHEM BCBS OF CALIFORNIA;;;;;;8004241703;;;false;system;system;now();now()
674;I000674;BLE CROSS INDEPENDENCE PA;;;;;;8006762583;;;false;system;system;now();now()
675;1338;HUMANA - MEDICARE ;;;;;;;;;false;system;system;now();now()
676;I000676;BCBS OF IN;;;;;;;;;false;system;system;now();now()
677;I000677;BCBS OF KS;;;;;;;;;false;system;system;now();now()
678;UNKNOWN-A4;BLUEOPTIONS MEDICAL;;;;;;8008517498;;;false;system;system;now();now()
679;1344;BCBS HIGHMARK;;;;;;8006280816;;;false;system;system;now();now()
680;I000680;BCBS NC;;;;;;8882064697;;;false;system;system;now();now()
681;UNKNOWN-8E;DNC/ BEACON HEALTH;;;;;;8773622472;;;false;system;system;now();now()
682;I000682;bcbs of co;;;;;;7754099151;;;false;system;system;now();now()
683;I000683;BCBS CA ANTHEM;;;;;;7192934668;;;false;system;system;now();now()
684;I000684;minuteman health;;;;;;8556441776;;;false;system;system;now();now()
685;UNKNOWN-56;BCBS OF AK;;;;;;8668233790;;;false;system;system;now();now()
686;I000686;BCBST;;;;;;;;;false;system;system;now();now()
687;UNKNOWN-41;BCBS OF NY;;;;;;8006762583;;;false;system;system;now();now()
688;1356;BBCBS OF MA;;;;;;8006762583;;;false;system;system;now();now()
689;1355;FLORIDA BCBS;;;;;;8006762583;;;false;system;system;now();now()
690;I000690;NALC HEALTH BENEFITS CIGNA;;;;;;;;;false;system;system;now();now()
691;I000691;Pro Health Gold Plan;;;;;;;;;false;system;system;now();now()
692;1357;ATAP- LOCAL 135;;;;;;2156778820;;;false;system;system;now();now()
693;UNKNOWN-67;BCBS OF WISCONSIN;;;;;;;;;false;system;system;now();now()
694;UNKNOWN-CA;CAREFIRST BCBS OF MD;;;;;;8006762583;;;false;system;system;now();now()
695;I000695;aetna choice pos;;;;;;8886323862;;;false;system;system;now();now()
696;I000696;BCBS CAPITAL;;;;;;800-676-2583;;;false;system;system;now();now()
697;1359;BCBS- UFCW;;;;;;8662928090;;;false;system;system;now();now()
698;235;BCBS-FL;;;;;;8007272227;;;false;system;system;now();now()
699;I000699;EMPIRE BCBS OF NY;;;;;;800-9922583;;;false;system;system;now();now()
700;I000700;HIGHMARK BCBS OF WV;;;;;;800-6762583;;;false;system;system;now();now()
701;I000701;MHNET;;;;;;8668607476;;;false;system;system;now();now()
702;UNKNOWN-27;BCBS OF WESTERN NY;;;;;;8888395169;;;false;system;system;now();now()
703;I000703;BCBS CT ANTHEM;;;;;;8886050580;;;false;system;system;now();now()
704;UNKNOWN-1F;COVENTRY;;;;;;3146444802;;;false;system;system;now();now()
705;UNKNOWN-16;COMPSYCH/PPO;;;;;;;;;false;system;system;now();now()
706;I000706;HIGHMARKS BCBS;;;;;;800-942-0105;;;false;system;system;now();now()
707;I000707;GEISINGER MA LACKAWANNA;;;;;;888-251-2224;;;false;system;system;now();now()
708;I000708;WELLMARK BCBS OF IA;;;;;;800-676-2583;;;false;system;system;now();now()
709;I000709;United Healthcare/Beacon Health Options;Po Box 1290;;Latham;NY;12110;8008102583;;;false;system;system;now();now()
710;1367;CAREFIRST BCBS MD;;;;;;8772287268;;;false;system;system;now();now()
711;1370;ANTHEM OF CA;;;;;;8006762583;;;false;system;system;now();now()
712;UNKNOWN-F9;UNITED HEALTHCARE OXFORD;;;;;;8006661353;;;false;system;system;now();now()
713;246;BCBS - IN;;;;;;8003454344;;;false;system;system;now();now()
714;I000714;BCBS OF AR;;;;;;800-800-4298;;;false;system;system;now();now()
715;I000715;BCBS OF HI;;;;;;8007904672;;;false;system;system;now();now()
716;UNKNOWN-8D;BLUE CROSS BLUE SHIELD OF HI;;;;;;8007904672;;;false;system;system;now();now()
717;I000717;BCBS-TX;;;;;;8004510287;;;false;system;system;now();now()
718;I000718;COVANTRY ONE;;;;;;855-449-2889;;;false;system;system;now();now()
719;UNKNOWN-C0;BCBS OF MASSACHUSETTS;;;;;;;;;false;system;system;now();now()
720;I000720;UNITED BEHAVIORAL HEALTH (PFIZER);;;;;;866-850-6212;;;false;system;system;now();now()
721;I000721;CAREMARK;;;;;;;;;false;system;system;now();now()
722;1380;BEACON HEALTH;;;;;;8003369117;;;false;system;system;now();now()
723;I000723;BCBS OF IL/ TEAM CARE;;;;;;800;;;false;system;system;now();now()
724;I000724;AMERIHEALTH ADMINISTRATORS;;;;;;800-480-5033;;;false;system;system;now();now()
725;I000725;ATRIO;;;;;;8552042964;;;false;system;system;now();now()
726;I000726;BCBS OF IL/ BEACON;;;;;;8005546701;;;false;system;system;now();now()
727;I000727;AETNA MERITAIN;;;;;;800-242-1199;;;false;system;system;now();now()
728;I000728;CCBH LACKAWANNA;;;;;;888-251-2224;;;false;system;system;now();now()
729;I000729;BCBS OF TEXAS;;;;;;800-528-7264;;;false;system;system;now();now()
730;UNKNOWN-0D;EVERGREEN HEALTH;;;;;;;;;false;system;system;now();now()
731;UNKNOWN-C4;UNIFORM MEDICAL PLAN;;;;;;;;;false;system;system;now();now()
732;UNKNOWN-D9;GHI/ EMBLEM HEALTH ;;;;;;;;;false;system;system;now();now()
733;I000733;CCBH-WYOMING COUNTY;;;;;;8882512224;;;false;system;system;now();now()
734;UNKNOWN-FB;HIGHMARK/KEYSTONE BCBS;;;;;;;;;false;system;system;now();now()
735;UNKNOWN-0F;INDEPENDENCE BCBS PERSONAL CHOICE;;;;;;8006762583;;;false;system;system;now();now()
736;I000736;JIGHMARK BCBS OF WV;;;;;;888-809-*9121;;;false;system;system;now();now()
737;I000737;EXCELLUS BCBS OF NY;;;;;;800-676-2583;;;false;system;system;now();now()
738;I000738;ANTHEM BCBS OF VIRGINIA;;;;;;800-991-6045;;;false;system;system;now();now()
739;UNKNOWN-BE;BSBC OF SOUTH CAROLINA;;;;;;8006762583;;;false;system;system;now();now()
740;I000740;HIGHMARK CLASSIC BLUE;;;;;;800-676-2583;;;false;system;system;now();now()
741;I000741;UBH/UHC;;;;;;800-552-9951;;;false;system;system;now();now()
742;UNKNOWN-A9;BCBS OF AL;;;;;;;;;false;system;system;now();now()
743;6534;CONNECTICARE  INC.;;;;;;8606745757;;;false;system;system;now();now()
744;I000744;COVENTRY ONE;;;;;;8009357284;;;false;system;system;now();now()
745;UNKNOWN-EF;VANTAGE;;;;;;3183610900;;;false;system;system;now();now()
746;I000746;BCBS SILVER PLAN;;;;;;;;;false;system;system;now();now()
747;UNKNOWN-9E;BCBS OF OK;;;;;;8006762583;;;false;system;system;now();now()
748;UNKNOWN-09;BCBS OF KY;;;;;;;;;false;system;system;now();now()
749;1411;PRIVATE PAY ;;;;;;;;;false;system;system;now();now()
750;1406;BLUE CROSS BLUE SHIELD OF TENNESEE;;;;;;8009247141;;;false;system;system;now();now()
751;I000751;SUMME CARE;;;;;;8009968701;;;false;system;system;now();now()
752;1416;BCBS WY;;;;;;8004422376;;;false;system;system;now();now()
753;I000753;UHC MULTIPLAN;PO BOX 30555;;SALT LAKE CITY;UT;84130;;;;false;system;system;now();now()
754;I000754;BAS HEALTH LINK OPEN ACCESS;;;;;;;;;false;system;system;now();now()
755;I000755;CCBH MA;;;;;;8882512224;;;false;system;system;now();now()
756;I000756;CARE FIRST BLUE CHOICE;;;;;;;;;false;system;system;now();now()
757;1419;BCBS OF ARKANSAS;;;;;;8008004298;;;false;system;system;now();now()
758;UNKNOWN-8F;HEALTH SCOPE/HOMETOWN HEALTH ;;;;;;;;;false;system;system;now();now()
759;I000759;IU Health Plan;po box 627;;Columbus;Oh;47202-062;;;;false;system;system;now();now()
760;UNKNOWN-46;PREMERA BCBS;;;;;;;;;false;system;system;now();now()
761;1767;UNITED BEHAVIORAL HEALTH;;;;;;8008676758;;;false;system;system;now();now()
762;I000762;BCBS OF MICHIGAN/VALUE OPTIONS;;;;;;800-346-7651;;;false;system;system;now();now()
763;UNKNOWN-D4;HIGHMARK BCBS OF PA;;;;;;8004528507;;;false;system;system;now();now()
764;UNKNOWN-F1;BLUE SHIELD OF MI/ BEACON;;;;;;8008543555;;;false;system;system;now();now()
765;I000765;BCBS INDIANA;;;;;;574-721-9193;;;false;system;system;now();now()
766;I000766;MERCY HEALTH;;;;;;888-914-7726;;;false;system;system;now();now()
767;I000767;UNITED HEALTH SHARED SERVICES;;;;;;866-569-4345;;;false;system;system;now();now()
768;I000768;BC BS OF LOUISIANA;PO BOX 98029;;BATON ROUGE;LA;70898;;;;false;system;system;now();now()
769;I000769;TILE MARBLE ;;;;;;8008489200;;;false;system;system;now();now()
770;I000770;HUMANA POS;PO BOX 14635;;LEXINGTON;KY;40512;1-800-833-6917;;;false;system;system;now();now()
771;1428;EXCELLUS BCBS OF NEW YORK;;;;;;8004991276;;;false;system;system;now();now()
772;1425;ATAP UNION 57;;;;;;2156778820;;;false;system;system;now();now()
773;I000773;GEISINGER MA WYOMING;;;;;;888-251-2224;;;false;system;system;now();now()
774;I000774;HNE;ONE MONARCH PLACE; SUITE 1500 ;;SPRINGFIELD ;MA;01144;1-800-310-2835;;false;system;system;now();now()
775;I000775;MAGELLAN COMPLETE CARE (MEDICAID HMO);;;;;;;;;false;system;system;now();now()
776;UNKNOWN-81;PLANNED ADMIN INC TPA;;;;;;8007684375;;;false;system;system;now();now()
777;I000777;PACIFIC SOURCE/FIRST HEALTH;;;;;;8558965208;;;false;system;system;now();now()
778;I000778;BCBS OF GEORGIA;;;;;;;;;false;system;system;now();now()
779;I000779;BCBS OF ILLIONIS;;;;;;877-284-9296;;;false;system;system;now();now()
780;I000780;HAVARD PILGRIM UHC PPO;;;;;;;;;false;system;system;now();now()
781;1444;ANTHEM BCBS ME;;;;;;8006762583;;;false;system;system;now();now()
782;I000782;BCBS OF MN;;;;;;800-262-0820;;;false;system;system;now();now()
783;868;CAREFIRST ;;;;;;8007222467;;;false;system;system;now();now()
784;I000784;BCBS FEDERAL DE;;;;;;8667305006;;;false;system;system;now();now()
785;UNKNOWN-1E;ANTHEM BLUECROSS BLUESHIELD ;;;;;;;;;false;system;system;now();now()
786;I000786;BCBS OH ANTHEM;;;;;;844-404-6845;;;false;system;system;now();now()
787;I000787;INDEPENDENT BCBS;;;;;;570-593-0877;;;false;system;system;now();now()
788;I000788;St. Croix Chippewa Indians of Wisconsin;;;;;;8002799776;;;false;system;system;now();now()
789;I000789;UNITED HEALTH CARE- CORPORATE;;;;;;8778423210;;;false;system;system;now();now()
790;I000790;Aetna/BHO;Po Box 1830;;Latham;NY;12110;;;;false;system;system;now();now()
791;I000791;bcbs az;;;;;;8002322345 ;;;false;system;system;now();now()
792;I000792;ambetter ar;;;;;;8776170390;;;false;system;system;now();now()
793;I000793;GEISINGER MA (PIKE);;;;;;8552771302;;;false;system;system;now();now()
794;I000794;BCBS NEBRASKA;;;;;;8006762583;;;false;system;system;now();now()
795;I000795;independence bcbs/magellen bh;;;;;;18003276247;;;false;system;system;now();now()
796;I000796;BCBS OF ILLINOIS;;;;;;800-851-7498;;;false;system;system;now();now()
797;UNKNOWN-86;BCBS INDEPENDENCE PERSONAL CHOICE;;;;;;8006881911;;;false;system;system;now();now()
798;I000798;CIGNA/ SAMBA HEALTH;;;;;;8006386589;;;false;system;system;now();now()
799;I000799;medical assist lackawanna;;;;;;;;;false;system;system;now();now()
800;UNKNOWN-58;GHI/EMBLEM HEALTH;;;;;;2125014444;;;false;system;system;now();now()
801;UNKNOWN-B6;ANTHEM BCBS OF GA;;;;;;8002417475;;;false;system;system;now();now()
802;I000802;UNPC;;;;;;8882510083;;;false;system;system;now();now()
803;1468;EVEREST STM;;;;;;8663232985;;;false;system;system;now();now()
804;I000804;FIDELIS CARE;;;;;;;;;false;system;system;now();now()
805;I000805;HEALTH CHOICE;;;;;;800;;;false;system;system;now();now()
806;I000806;GROUP BENEFIT SERVICES;;;;;;410-832-1333;;;false;system;system;now();now()
807;I000807;CORE SOURCE;PO BOX 2920;;CLINTON;IA;52733;;;;false;system;system;now();now()
808;I000808;CAREFIRST BCBS DC;;;;;;800-676-2583;;;false;system;system;now();now()
809;UNKNOWN-54;AETNA GOLD;;;;;;8773363915;;;false;system;system;now();now()
810;I000810;UHC GLOBAL;PO BOX 740372;;ATLANTA ;GA;30374;1-888-543-1328;;;false;system;system;now();now()
811;I000811;ASHLEY WARD;55589 CHEVIOT RD;;CINCINNATI ;OH;45247;513-598-2929;;;false;system;system;now();now()
812;UNKNOWN-CE;BCBS OF DE;;;;;;8003422221;;;false;system;system;now();now()
813;UNKNOWN-0B;MED PARTNERS LUTHERAN;;;;;;2604896447;;;false;system;system;now();now()
814;I000814;BENEFIT ADMIN SYSTEM;;;;;;8005230582;;;false;system;system;now();now()
815;UNKNOWN-BB;AETNA/CARVED OUT TO UHC;;;;;;;;;false;system;system;now();now()
816;I000816;BLUE CROSS BLUE SHIELD OF CONNECTICUT;;;;;;8006762583;;;false;system;system;now();now()
817;I000817;ACCESS (MA)_;;;;;;8882812224;;;false;system;system;now();now()
818;UNKNOWN-C9;AMERIHEALTH POS;;;;;;;;;false;system;system;now();now()
819;I000819;EMBLEM GHI;;;;;;2125014444;;;false;system;system;now();now()
820;I000820;VA;;;;;;;;;false;system;system;now();now()
821;I000821;luzerne county ccbh;;;;;;8666381232;;;false;system;system;now();now()
822;I000822;GHI EMBLEM HEALTH;;;;;;212-501-4444;;;false;system;system;now();now()
823;I000823;BCBS PPO OH ;;;;;;8667764793;;;false;system;system;now();now()
824;I000824;QUAL CHOICE HEALTH;;;;;;8002357111;;;false;system;system;now();now()
825;I000825;LACKAWANNA COUNTY CCBH;;;;;;888-251-2224;;;false;system;system;now();now()
826;1490;FL BCBS;;;;;;8003522583;;;false;system;system;now();now()
827;1498;BCBS OF NORTH CAROLINA;;;;;;8006762583;;;false;system;system;now();now()
828;I000828;AMERIHEALTH NORTHEAST;;;;;;800-480-5033;;;false;system;system;now();now()
829;UNKNOWN-5A;EMPIRE BCBS/VALUE OPT;;;;;;;;;false;system;system;now();now()
830;I000830;CHEISTIANA CARE HEALTH SYSTEM;;;;;;888-839-7972;;;false;system;system;now();now()
831;I000831;CHRISTIANA CARE HEALTH SYSTEM;;;;;;;;;false;system;system;now();now()
832;I000832;INDEPENDENCE BCBS PA ;;;;;;8002752583;;;false;system;system;now();now()
833;UNKNOWN-FD;EMPIRE/VALUE OPTIONS;;;;;;;;;false;system;system;now();now()
834;I000834;8TH DISTRICT ELECTRIC FUND;;;;;800682656;;;;false;system;system;now();now()
835;I000835;CCBH-LACKAWANNA COUNTY;;;;;;8882512224;;;false;system;system;now();now()
836;I000836;LACKAWANNA COUNTY DRUG AND ALCOHOL;;;;;;5709636315;;;false;system;system;now();now()
837;UNKNOWN-EC;UNITED HEALTHCARE/OPTUM;;;;;;8778423210;;;false;system;system;now();now()
838;I000838;LACKA;;;;;;;;;false;system;system;now();now()
839;I000839;LACKAWANNA/SUSQUEHANNA COUNTY DRUG AND ALCOHO;;;;;;570-963-6315;;;false;system;system;now();now()
840;I000840;AETNA/LACKAWANNA CCBH;;;;;;8882512224;;;false;system;system;now();now()
841;I000841;LACKAWANNA/SUSQUEHANNA;;;;;;570-963-6820;;;false;system;system;now();now()
842;I000842;AETNA BETTER HEALTH MA LACKAWAANNA COUNTY;;;;;;888-251-2224;;;false;system;system;now();now()
843;I000843;CCBH LUZERNE;;;;;;888-251-2224;;;false;system;system;now();now()
844;UNKNOWN-08;GHI/ EMBLEM;;;;;;;;;false;system;system;now();now()
845;899;BCBS OF KANSAS;;;;;;8005285763;;;false;system;system;now();now()
846;UNKNOWN-14;AVMED/ MAGELLAN BEHAVIORAL HEALTH;;;;;;8004244810;;;false;system;system;now();now()
847;UNKNOWN-43;LOCAL 137 WELFARE FUND;;;;;;97381022318668749721;;;false;system;system;now();now()
848;I000848;SELF PAY;;;;;;;;;false;system;system;now();now()
849;I000849;OSCAR INSURANCE COMPANY;;;;;;;;;false;system;system;now();now()
850;UNKNOWN-13;BCBC OF ILLINOIS ;;;;;;;;;false;system;system;now();now()
851;I000851;highmark health insurance;;;;;;18006280816;;;false;system;system;now();now()
852;1494;ANTHEM BCBS CA;;;;;;8442643045;;;false;system;system;now();now()
853;1533;BCBS OHIO;;;;;;8002354357;;;false;system;system;now();now()
854;1536;CMR;;;;;;8004138008;;;false;system;system;now();now()
855;I000855;CCBH MA MANAGED CARE - LACKAWANNA;;;;;;8882512224;;;false;system;system;now();now()
856;I000856;HUMANA ONE;;;;;;8008336917;;;false;system;system;now();now()
857;I000857;health link- core source;;;;;;18008483012;;;false;system;system;now();now()
858;UNKNOWN-A3;BCBS UNASSIGNED PREFIX;;;;;;;;;false;system;system;now();now()
859;I000859;CAPITAL BCBS- MAGELLAN;;;;;;866-322-1657;;;false;system;system;now();now()
860;I000860;Sanford Health Plan;;;;;;;;;false;system;system;now();now()
861;1537;COMMUNITY HEALTH;;;;;;8556246463;;;false;system;system;now();now()
862;I000862;CARE OLUS HEALTH PLANS INC;;;;;;;;;false;system;system;now();now()
863;UNKNOWN-93;UNITED HEALTHCARE/ GOLDEN RULE;;;;;;;;;false;system;system;now();now()
864;UNKNOWN-36;UPMC;;;;;;;;;false;system;system;now();now()
865;I000865;MUTUAL HEALTH SERVICES;;;;;;800-367-3762;;;false;system;system;now();now()
866;UNKNOWN-DA;EMBLEM HEALTH/ GHI;;;;;;18006242414;;;false;system;system;now();now()
867;UNKNOWN-26;BLUE SHIELD OF OHIO;;;;;;;;;false;system;system;now();now()
868;UNKNOWN-0E;BLUE CROSS BLUE SHIELD OF CT;;;;;;8557386644;;;false;system;system;now();now()
869;I000869;GEISINGER GHP FAMILY-MA CCBH;;;;;;;;;false;system;system;now();now()
870;I000870;ANTHEM CENTRAL REGION;;;;;;800-345-2227;;;false;system;system;now();now()
871;I000871;AMERIHEALTH/CCBH LUZERNE;;;;;;888-251-2224;;;false;system;system;now();now()
872;I000872;BEACON HEALTH/VALUE OPTIONS;;;;;;;;;false;system;system;now();now()
